episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/min_exploration,info/max_exploration,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/replay_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,perf/gpu_util_percent1,perf/vram_util_percent1,perf/gpu_util_percent2,perf/vram_util_percent2,perf/gpu_util_percent3,perf/vram_util_percent3,info/learner/default_policy/cur_lr,info/learner/default_policy/mean_td_error,info/learner/default_policy/q_loss,info/learner/default_policy/combined_loss,info/learner/default_policy/policy_inference_loss
9.0,0.0,4.4,68.8,145,10000,False,3350524,51095,335,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_00-36-27,1584228987,129.8228771686554,45200.981929302216,23508,diufpc29,134.21.215.107,45200.981929302216,3350524,335,0,587863dc,0,4.324217540130001,0.5225739874455777,2.618576329535051,0.020000000000000018,0.020000000000000018,6666,26191488,3350524,30.697,7.427,13.194,0.005,2425.312,32.0,82.42883435582823,18.639263803680986,0.0,0.014167795983737835,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21558282208588958,0.21110974257913534,2.499999936844688e-05,1.2807487,0.07976755,1.3828927,1.3132868
9.0,0.0,3.87248322147651,67.21476510067114,149,10003,False,3360527,51244,336,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_00-38-37,1584229117,129.88791346549988,45330.869842767715,23508,diufpc29,134.21.215.107,45330.869842767715,3360527,336,0,587863dc,0,4.323873528138629,0.5224838143224732,2.617989804946677,0.020000000000000018,0.020000000000000018,6686,26269792,3360527,27.559,7.985,13.156,0.005,2432.283,32.0,82.87926829268294,18.745731707317074,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2151219512195122,0.21110974257913537,2.499999936844688e-05,1.5240381,0.08844881,1.5683911,1.4960784
10.0,0.0,4.0134228187919465,67.16107382550335,149,10003,False,3370530,51393,337,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_00-40-46,1584229246,129.77516222000122,45460.64500498772,23508,diufpc29,134.21.215.107,45460.64500498772,3370530,337,0,587863dc,0,4.323488216034208,0.522439028872229,2.6174748267856778,0.020000000000000018,0.020000000000000018,6706,26348160,3370530,28.831,6.786,14.157,0.006,2260.319,32.0,82.58109756097562,18.68170731707317,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.22304878048780485,0.21110974257913537,2.499999936844688e-05,1.3527524,0.06841701,1.516414,1.4597876
9.0,0.0,4.178082191780822,68.28767123287672,146,10002,False,3380532,51539,338,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_00-42-56,1584229376,129.70602798461914,45590.351032972336,23508,diufpc29,134.21.215.107,45590.351032972336,3380532,338,0,587863dc,0,4.323021342964495,0.5223455256613594,2.61706341701688,0.020000000000000018,0.020000000000000018,6726,26426496,3380532,31.074,8.095,14.104,0.006,2268.82,32.0,82.53048780487805,18.662804878048778,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.22134146341463412,0.21110974257913537,2.499999936844688e-05,1.4096907,0.071773835,1.2519938,1.1860905
9.0,0.0,4.2885906040268456,67.42281879194631,149,10002,False,3390534,51688,339,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_00-45-06,1584229506,129.6007194519043,45719.95175242424,23508,diufpc29,134.21.215.107,45719.95175242424,3390534,339,0,587863dc,0,4.322668220193804,0.5222770904845774,2.6164944601782656,0.020000000000000018,0.020000000000000018,6746,26504640,3390534,30.631,6.864,14.987,0.005,2135.185,32.0,82.56993865030675,18.623926380368097,0.0,0.014167795983737835,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21576687116564414,0.21110974257913534,2.499999936844688e-05,1.2630942,0.06534287,1.4701159,1.4151882
11.0,0.0,3.9864864864864864,67.45270270270271,148,10003,False,3400537,51836,340,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_00-47-15,1584229635,129.44487810134888,45849.39663052559,23508,diufpc29,134.21.215.107,45849.39663052559,3400537,340,0,587863dc,0,4.3223876974349285,0.5222422344897101,2.6159613299962343,0.020000000000000018,0.020000000000000018,6765,26582752,3400537,37.703,8.019,14.059,0.01,2276.115,32.0,82.74756097560976,18.725,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21865853658536585,0.21110974257913537,2.499999936844688e-05,1.3665444,0.05124957,1.4469202,1.4036629
9.0,0.0,4.165517241379311,68.96551724137932,145,10000,False,3410537,51981,341,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_00-49-25,1584229765,129.82722783088684,45979.223858356476,23508,diufpc29,134.21.215.107,45979.223858356476,3410537,341,0,587863dc,0,4.321882638714897,0.5221547391086327,2.6155513827097354,0.020000000000000018,0.020000000000000018,6785,26660992,3410537,34.329,10.171,15.181,0.005,2107.829,32.0,82.61036585365854,18.695121951219512,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21963414634146344,0.21110974257913537,2.499999936844688e-05,1.5121074,0.057135753,1.0571698,1.000035
11.0,0.0,4.048611111111111,69.6875,144,10003,False,3420540,52125,342,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_00-51-35,1584229895,129.90818452835083,46109.13204288483,23508,diufpc29,134.21.215.107,46109.13204288483,3420540,342,0,587863dc,0,4.321468499834606,0.5220973423890527,2.6150562385078255,0.020000000000000018,0.020000000000000018,6805,26739296,3420540,25.835,7.042,14.954,0.007,2139.855,32.0,82.82134146341464,18.695121951219512,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2171341463414634,0.21110974257913537,2.499999936844688e-05,1.3312055,0.051027644,1.7047607,1.6652176
9.0,0.0,4.055555555555555,69.51388888888889,144,10005,False,3430545,52269,343,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_00-53-46,1584230026,131.15038919448853,46240.282432079315,23508,diufpc29,134.21.215.107,46240.282432079315,3430545,343,0,587863dc,0,4.321259185358758,0.5220475278988655,2.6146780169783064,0.020000000000000018,0.020000000000000018,6825,26817632,3430545,32.324,10.49,14.254,0.005,2244.913,32.0,83.2690909090909,18.917575757575758,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21339393939393936,0.2111097425791354,2.499999936844688e-05,1.3093026,0.049175598,1.6172538,1.5781083
11.0,0.0,4.287671232876712,68.24657534246575,146,10001,False,3440546,52415,344,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_00-55-56,1584230156,130.13117241859436,46370.41360449791,23508,diufpc29,134.21.215.107,46370.41360449791,3440546,344,0,587863dc,0,4.320825434252883,0.5219640803325664,2.6142286342736103,0.020000000000000018,0.020000000000000018,6845,26896032,3440546,27.746,7.032,14.793,0.009,2163.176,32.0,82.9957575757576,18.78181818181818,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2141212121212121,0.2111097425791354,2.499999936844688e-05,1.2789103,0.04810621,1.9262679,1.8912877
10.0,0.0,4.155405405405405,67.36486486486487,148,10002,False,3450548,52563,345,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_00-58-07,1584230287,130.3800323009491,46500.79363679886,23508,diufpc29,134.21.215.107,46500.79363679886,3450548,345,0,587863dc,0,4.320371389185068,0.5219028863569033,2.6138881811340413,0.020000000000000018,0.020000000000000018,6865,26974208,3450548,30.958,7.727,14.312,0.006,2235.852,32.0,83.18353658536586,18.872560975609755,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21701219512195125,0.21110974257913537,2.499999936844688e-05,1.3238971,0.05168546,1.9241021,1.8864713
9.0,0.0,4.170068027210885,68.35374149659864,147,10000,False,3460548,52710,346,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-00-17,1584230417,129.81217312812805,46630.60580992699,23508,diufpc29,134.21.215.107,46630.60580992699,3460548,346,0,587863dc,0,4.3199410502203115,0.5218452046964175,2.6134398335147178,0.020000000000000018,0.020000000000000018,6885,27052256,3460548,31.9,8.599,13.61,0.006,2351.277,32.0,82.95060975609756,18.772560975609757,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21097560975609758,0.21110974257913537,2.499999936844688e-05,1.3697875,0.08441557,1.5189774,1.4488462
9.0,0.0,4.4206896551724135,69.03448275862068,145,10002,False,3470550,52855,347,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-02-26,1584230546,129.34429025650024,46759.95010018349,23508,diufpc29,134.21.215.107,46759.95010018349,3470550,347,0,587863dc,0,4.319450480863061,0.5217583240750724,2.6130417992137334,0.020000000000000018,0.020000000000000018,6905,27130560,3470550,31.741,7.428,13.059,0.005,2450.503,32.0,82.51411042944785,18.784049079754602,0.0,0.014167795983737835,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21460122699386505,0.21110974257913534,2.499999936844688e-05,1.4427567,0.10927834,1.3448988,1.2470415
11.0,0.0,4.414965986394558,67.94557823129252,147,10000,False,3480550,53002,348,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-04-36,1584230676,129.97065424919128,46889.92075443268,23508,diufpc29,134.21.215.107,46889.92075443268,3480550,348,0,587863dc,0,4.31911298880779,0.521681285739867,2.612567419862159,0.020000000000000018,0.020000000000000018,6925,27208832,3480550,36.784,8.104,12.955,0.006,2470.021,32.0,82.99695121951221,18.784756097560976,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2158536585365853,0.21110974257913537,2.499999936844688e-05,1.311976,0.06783255,1.3435214,1.2836506
10.0,0.0,4.226027397260274,68.3082191780822,146,10001,False,3490551,53148,349,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-06-46,1584230806,130.21435546875,47020.13510990143,23508,diufpc29,134.21.215.107,47020.13510990143,3490551,349,0,587863dc,0,4.318859971596509,0.5216184969457816,2.612162646499168,0.020000000000000018,0.020000000000000018,6945,27286944,3490551,30.38,7.925,12.392,0.005,2582.372,32.0,82.8530487804878,18.7109756097561,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21487804878048783,0.21110974257913537,2.499999936844688e-05,1.3547709,0.06781222,1.6509918,1.5973369
10.0,0.0,4.114093959731544,67.48322147651007,149,10003,False,3500554,53297,350,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-08-56,1584230936,129.6834418773651,47149.81855177879,23508,diufpc29,134.21.215.107,47149.81855177879,3500554,350,0,587863dc,0,4.3184715783051715,0.521538241905262,2.611780211931908,0.020000000000000018,0.020000000000000018,6964,27365024,3500554,29.143,7.159,13.888,0.005,2304.068,32.0,82.67073170731707,18.771951219512196,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2183536585365854,0.21110974257913537,2.499999936844688e-05,1.2474205,0.06544915,1.5018971,1.4474976
10.0,0.0,3.9261744966442955,66.96644295302013,149,10002,False,3510556,53446,351,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-11-06,1584231066,130.35112023353577,47280.16967201233,23508,diufpc29,134.21.215.107,47280.16967201233,3510556,351,0,587863dc,0,4.318175582734484,0.5214767240819467,2.6113494931850125,0.020000000000000018,0.020000000000000018,6984,27443232,3510556,35.939,7.328,13.96,0.006,2292.185,32.0,83.13757575757576,18.84060606060606,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21193939393939393,0.2111097425791354,2.499999936844688e-05,1.2522091,0.064673364,1.6263078,1.5747712
10.0,0.0,4.01360544217687,68.15646258503402,147,10003,False,3520559,53593,352,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-13-16,1584231196,130.1088101863861,47410.278482198715,23508,diufpc29,134.21.215.107,47410.278482198715,3520559,352,0,587863dc,0,4.3179540577840605,0.5214079924427141,2.610951205593815,0.020000000000000018,0.020000000000000018,7004,27521504,3520559,32.52,7.365,12.57,0.005,2545.734,32.0,82.6359756097561,18.6890243902439,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.22024390243902436,0.21110974257913537,2.499999936844688e-05,1.2396717,0.0641079,1.2582829,1.1997547
10.0,0.0,3.972972972972973,67.49324324324324,148,10001,False,3530560,53741,353,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-15-26,1584231326,129.5536925792694,47539.832174777985,23508,diufpc29,134.21.215.107,47539.832174777985,3530560,353,0,587863dc,0,4.317532607855404,0.5213110315335796,2.610618550750685,0.020000000000000018,0.020000000000000018,7024,27599680,3530560,31.302,7.715,11.913,0.004,2686.079,32.0,82.54085365853659,18.7609756097561,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.20445121951219508,0.21110974257913537,2.499999936844688e-05,1.2848612,0.066181816,1.570686,1.5169516
8.0,0.0,4.305555555555555,69.23611111111111,144,10002,False,3540562,53885,354,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-17-36,1584231456,129.92347884178162,47669.755653619766,23508,diufpc29,134.21.215.107,47669.755653619766,3540562,354,0,587863dc,0,4.317096120095179,0.5212850660746123,2.6101844902427547,0.020000000000000018,0.020000000000000018,7044,27677824,3540562,27.996,7.355,13.687,0.006,2337.987,32.0,82.55426829268293,18.792073170731705,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.20975609756097555,0.21110974257913537,2.499999936844688e-05,1.1766487,0.063669086,1.6824276,1.6325978
10.0,0.0,4.372413793103449,69.26896551724138,145,10000,False,3550562,54030,355,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-19-46,1584231586,129.93269515037537,47799.68834877014,23508,diufpc29,134.21.215.107,47799.68834877014,3550562,355,0,587863dc,0,4.316803681171303,0.5212048558213569,2.6097169308912416,0.020000000000000018,0.020000000000000018,7064,27755904,3550562,37.625,7.315,12.92,0.005,2476.698,32.0,82.75515151515151,18.78787878787879,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2063030303030303,0.2111097425791354,2.499999936844688e-05,1.2873837,0.06384341,2.1560237,2.112094
9.0,0.0,4.046666666666667,66.67333333333333,150,10001,False,3560563,54180,356,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-21-55,1584231715,129.1383457183838,47928.826694488525,23508,diufpc29,134.21.215.107,47928.826694488525,3560563,356,0,587863dc,0,4.316299830838729,0.5211131014357652,2.609387834498948,0.020000000000000018,0.020000000000000018,7084,27834080,3560563,31.458,7.15,12.604,0.005,2538.915,32.0,82.5398773006135,18.648466257668712,0.0,0.014167795983737835,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2169938650306749,0.21110974257913534,2.499999936844688e-05,1.3017504,0.06559075,1.4416776,1.3859632
9.0,0.0,4.027397260273973,68.16438356164383,146,10000,False,3570563,54326,357,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-24-05,1584231845,129.90074729919434,48058.72744178772,23508,diufpc29,134.21.215.107,48058.72744178772,3570563,357,0,587863dc,0,4.3159264141565865,0.5210621816009922,2.608960887799768,0.020000000000000018,0.020000000000000018,7104,27912000,3570563,30.455,7.193,17.018,0.007,1880.322,32.0,82.73170731707317,18.663414634146342,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2170121951219512,0.21110974257913537,2.499999936844688e-05,1.2068101,0.07121393,1.5180622,1.4591072
10.0,0.0,4.105263157894737,65.94736842105263,152,10000,False,3580563,54478,358,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-26-15,1584231975,130.4074935913086,48189.13493537903,23508,diufpc29,134.21.215.107,48189.13493537903,3580563,358,0,587863dc,0,4.315668660746802,0.5210119051590827,2.60852635185984,0.020000000000000018,0.020000000000000018,7124,27989984,3580563,31.303,7.483,13.712,0.007,2333.71,32.0,83.26951219512196,18.772560975609753,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2178048780487805,0.21110974257913537,2.499999936844688e-05,1.3234369,0.09060831,1.5879381,1.514307
8.0,0.0,3.78,66.88666666666667,150,10001,False,3590564,54628,359,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-28-26,1584232106,130.48511362075806,48319.62004899979,23508,diufpc29,134.21.215.107,48319.62004899979,3590564,359,0,587863dc,0,4.31523870935331,0.5209960861345613,2.608222248790507,0.020000000000000018,0.020000000000000018,7143,28067968,3590564,31.39,7.98,14.732,0.005,2172.079,32.0,83.40182926829269,18.840853658536584,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21695121951219512,0.21110974257913537,2.499999936844688e-05,1.2378961,0.084045,2.0719063,2.0126648
9.0,0.0,4.0,66.91946308724832,149,10003,False,3600567,54777,360,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-30-36,1584232236,130.0911135673523,48449.71116256714,23508,diufpc29,134.21.215.107,48449.71116256714,3600567,360,0,587863dc,0,4.3149853613134175,0.5209548518019452,2.607809751188547,0.020000000000000018,0.020000000000000018,7163,28146176,3600567,30.407,12.691,12.031,0.005,2659.736,32.0,83.03272727272726,18.830303030303032,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2143030303030303,0.2111097425791354,2.499999936844688e-05,1.1750185,0.079364404,1.6922969,1.6301365
8.0,0.0,4.053333333333334,66.74666666666667,150,10000,False,3610567,54927,361,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-32-47,1584232367,131.0756447315216,48580.78680729866,23508,diufpc29,134.21.215.107,48580.78680729866,3610567,361,0,587863dc,0,4.314709348445473,0.5209130779516326,2.607572571813171,0.020000000000000018,0.020000000000000018,7183,28224512,3610567,37.099,7.174,13.514,0.006,2367.949,32.0,83.08848484848484,18.801818181818184,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21096969696969697,0.2111097425791354,2.499999936844688e-05,1.3903148,0.07489805,1.7568718,1.6994178
10.0,0.0,4.2534246575342465,68.5,146,10001,False,3620568,55073,362,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-34-58,1584232498,130.48468017578125,48711.27148747444,23508,diufpc29,134.21.215.107,48711.27148747444,3620568,362,0,587863dc,0,4.314394789818136,0.5208699227795456,2.6071858356836626,0.020000000000000018,0.020000000000000018,7203,28302912,3620568,28.475,10.088,14.296,0.006,2238.421,32.0,82.7739393939394,18.728484848484847,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2125454545454545,0.2111097425791354,2.499999936844688e-05,1.3098991,0.06979763,2.0896108,2.0407517
11.0,0.0,4.390410958904109,68.4931506849315,146,10000,False,3630568,55219,363,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-37-07,1584232627,129.8161883354187,48841.08767580986,23508,diufpc29,134.21.215.107,48841.08767580986,3630568,363,0,587863dc,0,4.314118356871554,0.5208175175694129,2.606711333687931,0.020000000000000018,0.020000000000000018,7223,28381184,3630568,32.305,9.671,12.913,0.005,2478.194,32.0,82.59878048780489,18.726219512195122,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.20518292682926828,0.21110974257913537,2.499999936844688e-05,1.61375,0.09031553,1.5566931,1.4825172
11.0,0.0,4.206666666666667,66.41333333333333,150,10002,False,3640570,55369,364,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-39-17,1584232757,130.0029594898224,48971.09063529968,23508,diufpc29,134.21.215.107,48971.09063529968,3640570,364,0,587863dc,0,4.313828409605588,0.5207559877750938,2.6063425949458003,0.020000000000000018,0.020000000000000018,7243,28459680,3640570,30.227,6.914,16.997,0.008,1882.643,32.0,82.61585365853658,18.754268292682926,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21036585365853658,0.21110974257913537,2.499999936844688e-05,1.3260305,0.07631493,1.867228,1.8105116
9.0,0.0,4.082758620689655,69.33103448275862,145,10001,False,3650571,55514,365,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-41-27,1584232887,130.0298981666565,49101.12053346634,23508,diufpc29,134.21.215.107,49101.12053346634,3650571,365,0,587863dc,0,4.313569359570268,0.5207000297275272,2.605941201953098,0.020000000000000018,0.020000000000000018,7263,28538016,3650571,36.675,7.823,13.87,0.006,2307.145,32.0,82.52682926829269,18.700000000000003,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21189024390243902,0.21110974257913537,2.499999936844688e-05,1.1926091,0.071398556,1.4716234,1.4115275
9.0,0.0,4.040816326530612,68.01360544217687,147,10002,False,3660573,55661,366,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-43-37,1584233017,129.73339200019836,49230.85392546654,23508,diufpc29,134.21.215.107,49230.85392546654,3660573,366,0,587863dc,0,4.313325643785431,0.5206315691717868,2.6055248497858834,0.020000000000000018,0.020000000000000018,7283,28616000,3660573,30.798,7.558,13.318,0.004,2402.752,32.0,82.7670731707317,18.708536585365852,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21743902439024387,0.21110974257913537,2.499999936844688e-05,1.4028707,0.084046386,1.5677018,1.4990566
10.0,0.0,4.229166666666667,69.375,144,10002,False,3670575,55805,367,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-45-47,1584233147,129.88741326332092,49360.74133872986,23508,diufpc29,134.21.215.107,49360.74133872986,3670575,367,0,587863dc,0,4.313038843949574,0.5205696779302861,2.6051166233657974,0.020000000000000018,0.020000000000000018,7303,28694144,3670575,30.798,7.495,13.393,0.005,2389.351,32.0,82.7829268292683,18.725609756097562,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21298780487804883,0.21110974257913537,2.499999936844688e-05,1.4647198,0.062086806,1.051801,0.9893819
9.0,0.0,4.180555555555555,69.41666666666667,144,10000,False,3680575,55949,368,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-47-58,1584233278,130.39974212646484,49491.14108085632,23508,diufpc29,134.21.215.107,49491.14108085632,3680575,368,0,587863dc,0,4.312814481254352,0.5205016816839381,2.6046293444209865,0.020000000000000018,0.020000000000000018,7323,28772512,3680575,30.199,7.826,12.71,0.007,2517.731,32.0,82.84545454545454,18.71636363636364,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21321212121212116,0.2111097425791354,2.499999936844688e-05,1.4410812,0.06292171,1.7569896,1.7088561
9.0,0.0,4.379310344827586,69.04137931034482,145,10003,False,3690578,56094,369,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-50-08,1584233408,130.36203479766846,49621.50311565399,23508,diufpc29,134.21.215.107,49621.50311565399,3690578,369,0,587863dc,0,4.312479496344587,0.5204679563127131,2.6043207561972577,0.020000000000000018,0.020000000000000018,7343,28850720,3690578,29.789,6.981,14.044,0.007,2278.6,32.0,82.74606060606061,18.74666666666667,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2149090909090909,0.2111097425791354,2.499999936844688e-05,1.439492,0.063223414,1.523571,1.4714509
9.0,0.0,3.9591836734693877,68.03401360544218,147,10001,False,3700579,56241,370,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-52-18,1584233538,129.99874711036682,49751.50186276436,23508,diufpc29,134.21.215.107,49751.50186276436,3700579,370,0,587863dc,0,4.312203380522177,0.5204162689740903,2.6039450396894237,0.020000000000000018,0.020000000000000018,7362,28929024,3700579,32.988,7.493,14.494,0.005,2207.837,32.0,82.78841463414633,18.745731707317074,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2173170731707317,0.21110974257913537,2.499999936844688e-05,1.4122267,0.058912013,1.6697981,1.6235633
10.0,0.0,3.9027777777777777,69.30555555555556,144,10000,False,3710579,56385,371,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-54-29,1584233669,130.7741663455963,49882.276029109955,23508,diufpc29,134.21.215.107,49882.276029109955,3710579,371,0,587863dc,0,4.311926960338092,0.5203770526207628,2.603703186882848,0.020000000000000018,0.020000000000000018,7382,29007520,3710579,27.681,6.72,13.596,0.005,2353.59,32.0,82.69090909090907,18.651515151515156,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2153939393939394,0.2111097425791354,2.499999936844688e-05,1.3075569,0.057039026,1.2687402,1.2170366
9.0,0.0,4.255172413793104,69.09655172413792,145,10003,False,3720582,56530,372,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-56-39,1584233799,130.20445203781128,50012.480481147766,23508,diufpc29,134.21.215.107,50012.480481147766,3720582,372,0,587863dc,0,4.311592795726242,0.5202811815776852,2.6032077792605013,0.020000000000000018,0.020000000000000018,7402,29085824,3720582,32.334,7.107,14.354,0.016,2229.382,32.0,82.62743902439026,18.75304878048781,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21567073170731707,0.21110974257913537,2.499999936844688e-05,1.425492,0.06449121,1.4902304,1.4364208
9.0,0.0,4.486301369863014,68.44520547945206,146,10001,False,3730583,56676,373,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_01-58-50,1584233930,130.96868705749512,50143.44916820526,23508,diufpc29,134.21.215.107,50143.44916820526,3730583,373,0,587863dc,0,4.311343580132131,0.520242287781593,2.6029216985503365,0.020000000000000018,0.020000000000000018,7422,29164256,3730583,31.809,7.13,14.305,0.006,2236.917,32.0,83.01151515151516,18.826060606060608,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2130909090909091,0.2111097425791354,2.499999936844688e-05,1.3848222,0.05974572,2.2607334,2.2206404
8.0,0.0,3.8986486486486487,67.66216216216216,148,10002,False,3740585,56824,374,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_02-01-00,1584234060,130.17027139663696,50273.6194396019,23508,diufpc29,134.21.215.107,50273.6194396019,3740585,374,0,587863dc,0,4.311059195735479,0.520189781923668,2.6026006295172337,0.020000000000000018,0.020000000000000018,7442,29242592,3740585,31.962,7.752,14.047,0.005,2277.989,32.0,82.95914634146342,18.819512195121952,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2065853658536585,0.21110974257913537,2.499999936844688e-05,1.1875896,0.058519345,1.7141795,1.6688807
11.0,0.0,3.9510489510489513,70.0979020979021,143,10003,False,3750588,56967,375,916ff790b04d4b479ec705a4e01a0ebe,2020-03-15_02-03-09,1584234189,129.3497874736786,50402.96922707558,23508,diufpc29,134.21.215.107,50402.96922707558,3750588,375,0,587863dc,0,4.310741550181684,0.5201143736532243,2.6021196221316263,0.020000000000000018,0.020000000000000018,7462,29320960,3750588,28.864,10.372,12.087,0.005,2647.381,32.0,82.4140243902439,18.7890243902439,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2158536585365854,0.21110974257913537,2.499999936844688e-05,1.2898927,0.06876233,1.3427294,1.281999
