episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/min_exploration,info/max_exploration,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/replay_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,perf/gpu_util_percent1,perf/vram_util_percent1,perf/gpu_util_percent2,perf/vram_util_percent2,perf/gpu_util_percent3,perf/vram_util_percent3,info/learner/default_policy/cur_lr,info/learner/default_policy/mean_td_error,info/learner/default_policy/q_loss,info/learner/default_policy/combined_loss,info/learner/default_policy/policy_inference_loss
6.0,0.0,3.436241610738255,67.09395973154362,149,10001,False,240043,5338,24,916ff790b04d4b479ec705a4e01a0ebe,2020-03-14_12-53-56,1584186836,130.81715774536133,3058.519714832306,23508,diufpc29,134.21.215.107,3058.519714832306,240043,24,0,587863dc,0,4.158864063632145,0.5314650566154692,2.438882534211742,0.020000000000000018,0.020000000000000018,477,1853248,240043,29.774,7.069,12.048,0.008,2656.088,32.0,83.30424242424243,19.087878787878786,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2144848484848485,0.2111097425791354,2.499999936844688e-05,1.0613984,0.19752425,2.3159986,2.1822884
6.0,0.0,3.3333333333333335,66.41333333333333,150,10002,False,250045,5488,25,916ff790b04d4b479ec705a4e01a0ebe,2020-03-14_12-56-07,1584186967,130.25945734977722,3188.779172182083,23508,diufpc29,134.21.215.107,3188.779172182083,250045,25,0,587863dc,0,4.161269327353806,0.5301507920591364,2.4417925211078795,0.020000000000000018,0.020000000000000018,497,1931520,250045,31.484,7.529,15.611,0.008,2049.786,32.0,83.2709090909091,18.81030303030303,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2197575757575758,0.2111097425791354,2.499999936844688e-05,1.1866829,0.23171699,1.9137714,1.7380065
6.0,0.0,3.3197278911564627,68.26530612244898,147,10003,False,260048,5635,26,916ff790b04d4b479ec705a4e01a0ebe,2020-03-14_12-58-18,1584187098,131.14114332199097,3319.920315504074,23508,diufpc29,134.21.215.107,3319.920315504074,260048,26,0,587863dc,0,4.165220847929354,0.5288545680090454,2.4447607410620957,0.020000000000000018,0.020000000000000018,517,2009728,260048,36.547,9.757,14.056,0.005,2276.555,32.0,83.66484848484849,18.932121212121213,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2038181818181818,0.2111097425791354,2.499999936844688e-05,1.051496,0.21187498,2.0782712,1.9255855
6.0,0.0,3.3194444444444446,69.47222222222223,144,10000,False,270048,5779,27,916ff790b04d4b479ec705a4e01a0ebe,2020-03-14_13-00-28,1584187228,130.45788073539734,3450.3781962394714,23508,diufpc29,134.21.215.107,3450.3781962394714,270048,27,0,587863dc,0,4.16808764864935,0.5278271859493772,2.4456496499188023,0.020000000000000018,0.020000000000000018,537,2087936,270048,36.331,7.826,11.731,0.005,2727.836,32.0,83.21636363636364,18.724242424242423,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2126060606060606,0.2111097425791354,2.499999936844688e-05,1.2205653,0.23830071,1.5169309,1.3086166
6.0,0.0,3.0738255033557045,67.20134228187919,149,10001,False,280049,5928,28,916ff790b04d4b479ec705a4e01a0ebe,2020-03-14_13-02-39,1584187359,130.41539597511292,3580.7935922145844,23508,diufpc29,134.21.215.107,3580.7935922145844,280049,28,0,587863dc,0,4.171676211914178,0.5271940093100691,2.4474382350284007,0.020000000000000018,0.020000000000000018,557,2166080,280049,37.415,8.57,15.126,0.007,2115.577,32.0,83.25731707317074,18.8280487804878,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.209390243902439,0.21110974257913537,2.499999936844688e-05,1.3902934,0.35976678,1.8631856,1.5766683
6.0,0.0,3.2411347517730498,70.57446808510639,141,10003,False,290052,6069,29,916ff790b04d4b479ec705a4e01a0ebe,2020-03-14_13-04-48,1584187488,129.60210728645325,3710.3956995010376,23508,diufpc29,134.21.215.107,3710.3956995010376,290052,29,0,587863dc,0,4.173407362087205,0.5261859227144787,2.448966121122533,0.020000000000000018,0.020000000000000018,576,2244352,290052,30.841,7.529,15.279,0.007,2094.357,32.0,82.69329268292684,18.746951219512194,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21621951219512192,0.21110974257913537,2.499999936844688e-05,1.0833435,0.27056384,2.050987,1.8521817
6.0,0.0,3.22972972972973,67.6554054054054,148,10001,False,300053,6217,30,916ff790b04d4b479ec705a4e01a0ebe,2020-03-14_13-06-58,1584187618,129.96943998336792,3840.3651394844055,23508,diufpc29,134.21.215.107,3840.3651394844055,300053,30,0,587863dc,0,4.175505606037514,0.5256124178876818,2.4496963755571945,0.020000000000000018,0.020000000000000018,596,2322528,300053,29.885,6.656,12.046,0.005,2656.593,32.0,83.10060975609755,18.76707317073171,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21859756097560976,0.21110974257913537,2.499999936844688e-05,1.0952772,0.2781855,2.413061,2.2266333
7.0,0.0,3.2781456953642385,66.48344370860927,151,10003,False,310056,6368,31,916ff790b04d4b479ec705a4e01a0ebe,2020-03-14_13-09-08,1584187748,129.49553894996643,3969.860678434372,23508,diufpc29,134.21.215.107,3969.860678434372,310056,31,0,587863dc,0,4.177795979451159,0.5248325375336289,2.4485851259975293,0.020000000000000018,0.020000000000000018,616,2400608,310056,26.681,6.531,12.245,0.005,2613.406,32.0,83.08036809815952,18.761963190184048,0.0,0.014167795983737835,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21607361963190183,0.21110974257913534,2.499999936844688e-05,1.0032439,0.22708449,1.9503174,1.780116
5.0,0.0,3.3835616438356166,68.24657534246575,146,10000,False,320056,6514,32,916ff790b04d4b479ec705a4e01a0ebe,2020-03-14_13-11-18,1584187878,130.4331772327423,4100.293855667114,23508,diufpc29,134.21.215.107,4100.293855667114,320056,32,0,587863dc,0,4.1800345218696355,0.5244836571558799,2.4487892948060765,0.020000000000000018,0.020000000000000018,636,2478912,320056,29.043,6.31,11.396,0.005,2808.084,32.0,83.09939393939393,18.770909090909086,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2106666666666666,0.2111097425791354,2.499999936844688e-05,1.0400355,0.24580866,2.0641642,1.885134
7.0,0.0,3.1133333333333333,66.74666666666667,150,10000,False,330056,6664,33,916ff790b04d4b479ec705a4e01a0ebe,2020-03-14_13-13-29,1584188009,130.1987669467926,4230.492622613907,23508,diufpc29,134.21.215.107,4230.492622613907,330056,33,0,587863dc,0,4.181056338888525,0.5239291111064781,2.4498063037303455,0.020000000000000018,0.020000000000000018,656,2557184,330056,24.977,6.635,11.241,0.004,2846.648,32.0,83.07852760736196,18.79877300613497,0.0,0.014167795983737835,0.0,0.014164305949008497,0.0,0.014164305949008497,0.21184049079754602,0.21110974257913534,2.499999936844688e-05,1.0104878,0.23833,1.8519993,1.667432
7.0,0.0,3.1879194630872485,67.08724832214764,149,10000,False,340056,6813,34,916ff790b04d4b479ec705a4e01a0ebe,2020-03-14_13-15-40,1584188140,131.5848729610443,4362.077495574951,23508,diufpc29,134.21.215.107,4362.077495574951,340056,34,0,587863dc,0,4.184432012336659,0.5234196951254279,2.450326909067097,0.020000000000000018,0.020000000000000018,676,2635552,340056,27.393,6.881,13.586,0.005,2355.337,32.0,83.91686746987952,19.039156626506024,0.0,0.014167795983737836,0.0,0.014164305949008495,0.0,0.014164305949008495,0.2030120481927711,0.21110974257913537,2.499999936844688e-05,1.0971866,0.27316386,1.9165877,1.707544
7.0,0.0,3.0733333333333333,66.59333333333333,150,10001,False,350057,6963,35,916ff790b04d4b479ec705a4e01a0ebe,2020-03-14_13-17-52,1584188272,131.52703261375427,4493.604528188705,23508,diufpc29,134.21.215.107,4493.604528188705,350057,35,0,587863dc,0,4.187021525853584,0.5229647058416013,2.452075728135024,0.020000000000000018,0.020000000000000018,696,2713664,350057,33.074,7.607,13.231,0.005,2418.621,32.0,83.43473053892215,18.912574850299404,0.0,0.014167795983737835,0.0,0.014164305949008495,0.0,0.014164305949008495,0.21964071856287426,0.21110974257913534,2.499999936844688e-05,1.2082698,0.30456907,1.8119769,1.5688124
6.0,0.0,3.1310344827586207,68.8,145,10000,False,360057,7108,36,916ff790b04d4b479ec705a4e01a0ebe,2020-03-14_13-20-02,1584188402,130.20875930786133,4623.813287496567,23508,diufpc29,134.21.215.107,4623.813287496567,360057,36,0,587863dc,0,4.18843782049301,0.5226869001831431,2.45238431773811,0.020000000000000018,0.020000000000000018,716,2791936,360057,28.346,7.064,12.912,0.006,2478.4,32.0,83.10606060606061,18.815151515151516,0.0,0.014167795983737836,0.0,0.014164305949008497,0.0,0.014164305949008497,0.2178181818181818,0.2111097425791354,2.499999936844688e-05,1.148826,0.26542598,1.6776062,1.4577702
8.0,0.0,3.4545454545454546,70.02797202797203,143,10002,False,370059,7251,37,916ff790b04d4b479ec705a4e01a0ebe,2020-03-14_13-22-57,1584188577,174.87779474258423,4798.691082239151,23508,diufpc29,134.21.215.107,4798.691082239151,370059,37,0,587863dc,0,4.219135480816368,0.5261282091372195,2.4871454443948218,0.020000000000000018,0.020000000000000018,736,2870144,370059,32.902,7.583,18.082,0.296,1769.749,32.0,96.39903381642512,19.42125603864734,0.0,0.014167795983737833,0.0,0.014164305949008497,0.0,0.014164305949008497,0.14932367149758455,0.21110974257913542,2.499999936844688e-05,1.05869,0.23915201,1.9774436,1.799148
7.0,0.0,3.174825174825175,69.9020979020979,143,10000,False,380059,7394,38,916ff790b04d4b479ec705a4e01a0ebe,2020-03-14_13-25-56,1584188756,178.8702220916748,4977.561304330826,23508,diufpc29,134.21.215.107,4977.561304330826,380059,38,0,587863dc,0,4.252200448923889,0.5298957289784425,2.52397303233543,0.020000000000000018,0.020000000000000018,756,2948576,380059,50.567,9.865,22.047,0.008,1451.414,32.0,97.4300469483568,19.532394366197185,0.0,0.014167795983737833,0.0,0.014164305949008497,0.0,0.014164305949008497,0.13938967136150235,0.21110974257913542,2.499999936844688e-05,1.0385832,0.20900595,2.1003118,1.9506651
8.0,0.0,3.2517482517482517,70.02097902097903,143,10001,False,390060,7537,39,916ff790b04d4b479ec705a4e01a0ebe,2020-03-14_13-28-56,1584188936,180.41235256195068,5157.9736568927765,23508,diufpc29,134.21.215.107,5157.9736568927765,390060,39,0,587863dc,0,4.284553468493882,0.5338450505552662,2.5601408563649333,0.020000000000000018,0.020000000000000018,775,3026976,390060,53.75,11.67,19.563,0.006,1635.712,32.0,97.11767441860464,19.58418604651163,0.0,0.014167795983737835,0.0,0.014164305949008495,0.0,0.014164305949008495,0.14674418604651163,0.2111097425791354,2.499999936844688e-05,0.9574958,0.16986805,1.8170918,1.68628
7.0,0.0,3.206896551724138,69.28965517241379,145,10003,False,400063,7682,40,916ff790b04d4b479ec705a4e01a0ebe,2020-03-14_13-31-55,1584189115,178.38068222999573,5336.354339122772,23508,diufpc29,134.21.215.107,5336.354339122772,400063,40,0,587863dc,0,4.312386702970592,0.5371701611983548,2.5930670693660094,0.020000000000000018,0.020000000000000018,795,3105280,400063,46.936,9.438,18.405,0.007,1738.698,32.0,97.47028301886793,19.555188679245287,0.0,0.014167795983737833,0.0,0.014164305949008497,0.0,0.014164305949008497,0.14523584905660378,0.2111097425791354,2.499999936844688e-05,1.0860546,0.1891079,2.229668,2.0991445
