episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/min_exploration,info/max_exploration,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/replay_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/cur_lr,info/learner/default_policy/mean_td_error,info/learner/default_policy/q_loss,info/learner/default_policy/combined_loss,info/learner/default_policy/policy_inference_loss
0.0,0.0,0.0,19.20769230769231,520,10001,False,10001,520,1,b77bfa48cc0a41fc82ad628e945b27cc,2020-03-17_09-55-33,1584435333,89.58916926383972,89.58916926383972,27843,carl-1070,192.168.0.3,89.58916926383972,10001,1,0,d63b6440,0_aux_loss_formula=0.01,2.74179573955088,0.47396819988290767,2.048339753196217,1.0,1.0,19,70304,10001,22.001,3.819,10.61,0.003,3015.966,32.0,92.26779661016948,31.474576271186436,0.40847457627118644,0.2787880812957873,2.499999936844688e-05,1.4185696,0.9405445,0.96463734,3.3498268
6.0,0.0,0.08050847457627118,14.128531073446327,708,10003,False,20004,1228,2,b77bfa48cc0a41fc82ad628e945b27cc,2020-03-17_09-57-07,1584435427,94.35864019393921,183.94780945777893,27843,carl-1070,192.168.0.3,183.94780945777893,20004,2,0,d63b6440,0_aux_loss_formula=0.01,2.816782563460059,0.506651265675523,2.058412899069193,0.020000000000000018,0.020000000000000018,39,143744,20004,23.549,6.95,12.021,0.003,2662.025,32.0,92.28387096774195,31.866129032258062,0.38266129032258067,0.27895515032035484,2.499999936844688e-05,1.2249229,0.70592797,0.7317686,3.2899892
4.0,0.0,0.5141700404858299,40.465587044534416,247,10003,False,30007,1475,3,b77bfa48cc0a41fc82ad628e945b27cc,2020-03-17_09-58-46,1584435526,98.45125818252563,282.39906764030457,27843,carl-1070,192.168.0.3,282.39906764030457,30007,3,0,d63b6440,0_aux_loss_formula=0.01,2.8987943595842243,0.4728719230128925,2.0708139272171664,0.020000000000000018,0.020000000000000018,59,221376,30007,24.621,5.011,9.938,0.003,3219.948,32.0,92.32945736434108,32.2860465116279,0.3743410852713178,0.27897902888733517,2.499999936844688e-05,1.4417691,0.8005115,0.82519656,3.2690158
3.0,0.0,1.05,62.53125,160,10001,False,40008,1635,4,b77bfa48cc0a41fc82ad628e945b27cc,2020-03-17_10-00-26,1584435626,100.4917516708374,382.89081931114197,27843,carl-1070,192.168.0.3,382.89081931114197,40008,4,0,d63b6440,0_aux_loss_formula=0.01,2.9568153954048,0.45223053390951395,2.0912614546095765,0.020000000000000018,0.020000000000000018,79,299584,40008,27.408,5.901,12.522,0.005,2555.564,32.0,92.23923076923076,32.66230769230769,0.39769230769230773,0.2790793115214013,2.499999936844688e-05,1.4379574,0.5902033,0.6125135,2.821227
5.0,0.0,1.5555555555555556,58.56140350877193,171,10002,False,50010,1806,5,b77bfa48cc0a41fc82ad628e945b27cc,2020-03-17_10-02-08,1584435728,101.5355544090271,484.42637372016907,27843,carl-1070,192.168.0.3,484.42637372016907,50010,5,0,d63b6440,0_aux_loss_formula=0.01,2.992128188451716,0.4390095865473342,2.0989495236713362,0.020000000000000018,0.020000000000000018,99,378112,50010,28.795,7.029,10.776,0.003,2969.484,32.0,92.24732824427481,33.06717557251909,0.3819847328244275,0.2790087622602041,2.499999936844688e-05,1.209604,0.33268982,0.35970205,3.033911
4.0,0.0,2.2929936305732483,63.745222929936304,157,10003,False,60013,1963,6,b77bfa48cc0a41fc82ad628e945b27cc,2020-03-17_10-03-50,1584435830,102.6389946937561,587.0653684139252,27843,carl-1070,192.168.0.3,587.0653684139252,60013,6,0,d63b6440,0_aux_loss_formula=0.01,3.019414934246107,0.4291093094805689,2.1041681754830215,0.020000000000000018,0.020000000000000018,119,456960,60013,23.209,7.818,13.756,0.004,2326.292,32.0,92.38721804511279,33.314285714285724,0.36496240601503765,0.2790783637259734,2.499999936844688e-05,1.0702858,0.30986893,0.33326328,2.6493037
5.0,0.0,3.0205479452054793,68.1027397260274,146,10000,False,70013,2109,7,b77bfa48cc0a41fc82ad628e945b27cc,2020-03-17_10-05-32,1584435932,102.22153115272522,689.2868995666504,27843,carl-1070,192.168.0.3,689.2868995666504,70013,7,0,d63b6440,0_aux_loss_formula=0.01,3.038876899480496,0.42286299136395383,2.110209680845436,0.020000000000000018,0.020000000000000018,139,535296,70013,24.833,5.073,13.347,0.003,2397.593,32.0,92.20150375939849,33.30075187969926,0.3433834586466165,0.278966267319358,2.499999936844688e-05,1.2971115,0.29048195,0.3065822,1.9005067
7.0,0.0,3.3557046979865772,67.3758389261745,149,10003,False,80016,2258,8,b77bfa48cc0a41fc82ad628e945b27cc,2020-03-17_10-07-15,1584436035,102.17832398414612,791.4652235507965,27843,carl-1070,192.168.0.3,791.4652235507965,80016,8,0,d63b6440,0_aux_loss_formula=0.01,3.0546413782506368,0.41894624007400705,2.115604300047272,0.020000000000000018,0.020000000000000018,159,613280,80016,28.934,5.048,10.213,0.003,3133.381,32.0,92.37424242424242,33.30378787878789,0.3449242424242424,0.2789551503203548,2.499999936844688e-05,1.114833,0.2101466,0.22759604,1.9550904
6.0,0.0,3.452054794520548,68.48630136986301,146,10003,False,90019,2404,9,b77bfa48cc0a41fc82ad628e945b27cc,2020-03-17_10-08-57,1584436137,102.14876770973206,893.6139912605286,27843,carl-1070,192.168.0.3,893.6139912605286,90019,9,0,d63b6440,0_aux_loss_formula=0.01,3.0642880339679865,0.4153239915455239,2.120058843984445,0.020000000000000018,0.020000000000000018,179,691392,90019,22.588,5.831,10.112,0.003,3164.475,32.0,92.46666666666667,33.33712121212122,0.3765909090909091,0.27902422450229253,2.499999936844688e-05,1.2258745,0.18730986,0.20060627,1.5169497
5.0,0.0,3.4545454545454546,69.75524475524476,143,10003,False,100022,2547,10,b77bfa48cc0a41fc82ad628e945b27cc,2020-03-17_10-10-39,1584436239,101.92479395866394,995.5387852191925,27843,carl-1070,192.168.0.3,995.5387852191925,100022,10,0,d63b6440,0_aux_loss_formula=0.01,3.0731461299973812,0.41159407110898616,2.119109041986913,0.020000000000000018,0.020000000000000018,199,769568,100022,20.792,4.388,9.079,0.003,3524.69,32.0,92.65757575757576,33.35151515151515,0.3560606060606061,0.2789999551951253,2.499999936844688e-05,1.3166573,0.20636168,0.22063968,1.634161
