episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/min_exploration,info/max_exploration,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/replay_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,perf/gpu_util_percent1,perf/vram_util_percent1,perf/gpu_util_percent2,perf/vram_util_percent2,perf/gpu_util_percent3,perf/vram_util_percent3,info/learner/default_policy/cur_lr,info/learner/default_policy/mean_td_error,info/learner/default_policy/q_loss,info/learner/default_policy/combined_loss,info/learner/default_policy/hand_inference_loss
6.0,0.0,3.4121621621621623,67.47297297297297,148,10002,False,110024,2156,11,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-20-31,1580991631,93.69676160812378,1018.0664954185486,28688,diufpc29,134.21.215.107,1018.0664954185486,110024,11,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.774959148876833,0.3448129350323365,1.804859612991511,0.020000000000000018,0.020000000000000018,218,849664,110024,19.902,4.95,11.268,0.004,2839.872,32.0,49.24146341463415,78.03658536585365,0.5306504065040651,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5468292682926831,0.41088804039906385,2.499999936844688e-05,1.1468599,0.2850611,3.7959747,3.6466994
6.0,0.0,3.2108843537414966,68.0952380952381,147,10002,False,120026,2303,12,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-22-05,1580991725,94.33139705657959,1112.3978924751282,28688,diufpc29,134.21.215.107,1112.3978924751282,120026,12,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.7811882645450403,0.34415747715534395,1.803452378857546,0.020000000000000018,0.020000000000000018,238,927648,120026,21.058,5.094,10.596,0.004,3019.929,32.0,49.04758064516128,78.10483870967745,0.544516129032258,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5498387096774193,0.41088804039906385,2.499999936844688e-05,1.2698103,0.33102912,3.900934,3.7295227
7.0,0.0,3.4452054794520546,68.54794520547945,146,10000,False,130026,2449,13,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-23-39,1580991819,94.14980602264404,1206.5476984977722,28688,diufpc29,134.21.215.107,1206.5476984977722,130026,13,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.7838042504254057,0.343217136841008,1.8039472871566384,0.020000000000000018,0.020000000000000018,258,1005696,130026,23.024,5.529,11.519,0.005,2778.053,32.0,49.04193548387096,78.15564516129034,0.5656451612903226,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5468548387096774,0.41088804039906385,2.499999936844688e-05,1.203176,0.30716243,3.8392422,3.6791031
7.0,0.0,3.472972972972973,67.60135135135135,148,10001,False,140027,2597,14,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-25-14,1580991914,94.41885137557983,1300.966549873352,28688,diufpc29,134.21.215.107,1300.966549873352,140027,14,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.7878183591560846,0.3426003352767123,1.8033124330093493,0.020000000000000018,0.020000000000000018,278,1083840,140027,22.899,5.453,11.981,0.004,2670.814,32.0,49.017741935483876,78.03548387096775,0.5337096774193549,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5449999999999998,0.41088804039906385,2.499999936844688e-05,1.2580906,0.31896234,3.6684244,3.4978802
7.0,0.0,3.2751677852348995,67.06711409395973,149,10001,False,150028,2746,15,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-26-47,1580992007,93.58359432220459,1394.5501441955566,28688,diufpc29,134.21.215.107,1394.5501441955566,150028,15,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.79042550472991,0.3421914527267996,1.8036091084214327,0.020000000000000018,0.020000000000000018,298,1161952,150028,20.853,5.267,10.529,0.004,3039.137,32.0,49.217213114754095,78.13114754098362,0.5877049180327869,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5486065573770491,0.41088804039906385,2.499999936844688e-05,1.254248,0.30815235,3.8881562,3.7285705
7.0,0.0,3.236842105263158,65.67763157894737,152,10003,False,160031,2898,16,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-28-22,1580992102,94.44830060005188,1488.9984447956085,28688,diufpc29,134.21.215.107,1488.9984447956085,160031,16,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.794759327980885,0.34208945788241263,1.8033733019904923,0.020000000000000018,0.020000000000000018,318,1240192,160031,20.089,4.812,11.116,0.004,2878.627,32.0,49.153225806451616,78.12822580645162,0.580483870967742,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5453225806451614,0.41088804039906385,2.499999936844688e-05,1.2205411,0.26113203,4.054146,3.922293
7.0,0.0,3.4966442953020134,66.99328859060402,149,10002,False,170033,3047,17,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-29-56,1580992196,93.99965143203735,1582.9980962276459,28688,diufpc29,134.21.215.107,1582.9980962276459,170033,17,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.7962345340187884,0.3416700005384786,1.8030642520885218,0.020000000000000018,0.020000000000000018,338,1318304,170033,23.155,6.163,9.846,0.004,3249.958,32.0,49.05645161290323,78.0733870967742,0.5230645161290324,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5472580645161289,0.41088804039906385,2.499999936844688e-05,1.2056233,0.25032258,3.7308066,3.598854
6.0,0.0,3.326797385620915,65.45098039215686,153,10002,False,180035,3200,18,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-31-29,1580992289,93.61066579818726,1676.6087620258331,28688,diufpc29,134.21.215.107,1676.6087620258331,180035,18,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.7975150671047575,0.3412650950583123,1.8028853944573944,0.020000000000000018,0.020000000000000018,358,1396320,180035,21.246,5.175,10.159,0.004,3149.778,32.0,48.947154471544714,78.11544715447157,0.498130081300813,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5457723577235774,0.41088804039906385,2.499999936844688e-05,1.228017,0.25530913,3.7771304,3.643374
6.0,0.0,3.6013513513513513,67.56756756756756,148,10000,False,190035,3348,19,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-33-03,1580992383,93.44300246238708,1770.0517644882202,28688,diufpc29,134.21.215.107,1770.0517644882202,190035,19,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.798354135350441,0.341035615927454,1.8021327081421483,0.020000000000000018,0.020000000000000018,378,1474144,190035,19.091,4.832,10.331,0.004,3097.327,32.0,49.18524590163934,78.14180327868853,0.5645081967213115,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5498360655737705,0.41088804039906385,2.499999936844688e-05,1.0820246,0.19022556,3.7642546,3.6648884
7.0,0.0,3.5273972602739727,68.64383561643835,146,10002,False,200037,3494,20,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-34-37,1580992477,94.4278781414032,1864.4796426296234,28688,diufpc29,134.21.215.107,1864.4796426296234,200037,20,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.799866222031265,0.3411600421832653,1.8019142474871022,0.020000000000000018,0.020000000000000018,397,1552576,200037,23.774,5.776,10.97,0.005,2917.003,32.0,49.20322580645161,78.18870967741938,0.5878225806451611,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.543467741935484,0.41088804039906385,2.499999936844688e-05,1.2311852,0.18950981,3.848342,3.750486
6.0,0.0,3.5416666666666665,69.17361111111111,144,10001,False,210038,3638,21,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-36-11,1580992571,94.0223343372345,1958.501976966858,28688,diufpc29,134.21.215.107,1958.501976966858,210038,21,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.800841048433511,0.34077083104984,1.8018443308771863,0.020000000000000018,0.020000000000000018,417,1630656,210038,24.153,5.849,12.902,0.005,2480.209,32.0,49.13629032258064,78.02822580645162,0.5644354838709679,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5487096774193546,0.41088804039906385,2.499999936844688e-05,1.1303314,0.1799649,3.675336,3.5802245
6.0,0.0,3.2569444444444446,69.68055555555556,144,10002,False,220040,3782,22,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-37-45,1580992665,94.08485126495361,2052.5868282318115,28688,diufpc29,134.21.215.107,2052.5868282318115,220040,22,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.8021491908110017,0.3404257889585857,1.8022116801511245,0.020000000000000018,0.020000000000000018,437,1708896,220040,23.791,5.051,10.493,0.004,3049.627,32.0,49.141935483870974,78.07258064516132,0.5274193548387097,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5456451612903226,0.41088804039906385,2.499999936844688e-05,1.2878442,0.19884087,3.7460904,3.6418967
7.0,0.0,3.2108843537414966,68.00680272108843,147,10001,False,230041,3929,23,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-39-19,1580992759,93.92370367050171,2146.5105319023132,28688,diufpc29,134.21.215.107,2146.5105319023132,230041,23,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.8030296034165083,0.3401208798092345,1.8013719728975568,0.020000000000000018,0.020000000000000018,457,1786976,230041,23.739,5.761,12.895,0.007,2481.566,32.0,49.048780487804876,78.14227642276424,0.5116260162601627,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5413821138211382,0.41088804039906385,2.499999936844688e-05,1.2827275,0.198425,3.7347455,3.630608
8.0,0.0,3.335616438356164,68.34246575342466,146,10002,False,240043,4075,24,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-40-54,1580992854,94.40184688568115,2240.9123787879944,28688,diufpc29,134.21.215.107,2240.9123787879944,240043,24,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.805347722157732,0.3400202781206446,1.8018478121540566,0.020000000000000018,0.020000000000000018,477,1865088,240043,22.645,5.503,11.282,0.005,2836.265,32.0,49.443548387096776,78.11129032258066,0.5775806451612904,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5462903225806452,0.41088804039906385,2.499999936844688e-05,1.1311026,0.18299162,3.9555128,3.8624015
7.0,0.0,3.5821917808219177,68.85616438356165,146,10001,False,250044,4221,25,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-42-28,1580992948,94.3813726902008,2335.293751478195,28688,diufpc29,134.21.215.107,2335.293751478195,250044,25,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.8069960041625253,0.3399203500693981,1.8023564812775186,0.020000000000000018,0.020000000000000018,497,1943200,250044,22.93,5.059,10.913,0.004,2932.24,32.0,48.951612903225815,78.23306451612908,0.5937903225806451,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5506451612903226,0.41088804039906385,2.499999936844688e-05,1.0297904,0.1707671,3.6271622,3.5363538
7.0,0.0,3.7777777777777777,69.25694444444444,144,10001,False,260045,4365,26,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-44-02,1580993042,94.0781238079071,2429.3718752861023,28688,diufpc29,134.21.215.107,2429.3718752861023,260045,26,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.8078503517736557,0.33972101783021186,1.8022542202452843,0.020000000000000018,0.020000000000000018,517,2021152,260045,22.394,4.987,9.888,0.004,3236.361,32.0,49.05528455284553,78.13739837398377,0.5052032520325204,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5440650406504066,0.41088804039906385,2.499999936844688e-05,0.96184844,0.15223105,3.672331,3.592009
7.0,0.0,3.6095890410958904,68.5958904109589,146,10003,False,270048,4511,27,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-45-36,1580993136,93.92117142677307,2523.2930467128754,28688,diufpc29,134.21.215.107,2523.2930467128754,270048,27,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.8077531614511666,0.3394564101115903,1.8025145731216237,0.020000000000000018,0.020000000000000018,537,2099200,270048,21.4,7.723,10.676,0.005,2997.269,32.0,49.09193548387097,78.15403225806456,0.5438709677419354,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5437903225806451,0.41088804039906385,2.499999936844688e-05,1.152229,0.17007113,3.659177,3.5691552
6.0,0.0,3.3133333333333335,66.73333333333333,150,10002,False,280050,4661,28,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-47-11,1580993231,94.5571756362915,2617.850222349167,28688,diufpc29,134.21.215.107,2617.850222349167,280050,28,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.809001464904774,0.3392801554014872,1.802879703402706,0.020000000000000018,0.020000000000000018,557,2177088,280050,24.219,5.796,11.106,0.005,2881.365,32.0,49.167741935483875,78.13467741935486,0.5758870967741937,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5462903225806452,0.41088804039906385,2.499999936844688e-05,1.1343131,0.13865162,3.6932955,3.6204262
6.0,0.0,3.3716216216216215,67.5608108108108,148,10003,False,290053,4809,29,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-48-45,1580993325,94.50774073600769,2712.3579630851746,28688,diufpc29,134.21.215.107,2712.3579630851746,290053,29,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.809902436694851,0.3394064297318348,1.8036596787146133,0.020000000000000018,0.020000000000000018,576,2255200,290053,22.906,5.88,11.211,0.004,2854.385,32.0,49.18790322580646,78.12580645161292,0.6104032258064517,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5454032258064516,0.41088804039906385,2.499999936844688e-05,1.1611682,0.13513401,3.7976253,3.7276332
8.0,0.0,3.5273972602739727,68.38356164383562,146,10000,False,300053,4955,30,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-50-20,1580993420,94.41550660133362,2806.773469686508,28688,diufpc29,134.21.215.107,2806.773469686508,300053,30,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.8108641638184158,0.3391542677737788,1.8039576238309418,0.020000000000000018,0.020000000000000018,596,2333344,300053,24.678,5.917,12.537,0.005,2552.444,32.0,48.993548387096766,78.17983870967744,0.5501612903225805,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.547016129032258,0.41088804039906385,2.499999936844688e-05,1.1501243,0.13858779,3.8617787,3.7905965
7.0,0.0,3.2066666666666666,66.63333333333334,150,10003,False,310056,5105,31,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-51-54,1580993514,94.47179651260376,2901.245266199112,28688,diufpc29,134.21.215.107,2901.245266199112,310056,31,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.811740257967166,0.3391691440844823,1.8045254686544199,0.020000000000000018,0.020000000000000018,616,2411488,310056,27.518,6.284,11.142,0.004,2872.092,32.0,49.13629032258065,78.11854838709678,0.5133064516129032,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5462096774193549,0.41088804039906385,2.499999936844688e-05,1.1619997,0.14028838,3.8402479,3.7679763
7.0,0.0,3.462068965517241,68.90344827586208,145,10003,False,320059,5250,32,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-53-28,1580993608,94.28131866455078,2995.5265848636627,28688,diufpc29,134.21.215.107,2995.5265848636627,320059,32,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.8128077353862277,0.3389474601541917,1.8045387831279025,0.020000000000000018,0.020000000000000018,636,2489664,320059,25.761,6.052,10.289,0.004,3110.211,32.0,49.08790322580646,78.11290322580645,0.5237096774193548,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5323387096774194,0.41088804039906385,2.499999936844688e-05,1.0824237,0.13188879,3.6778603,3.60843
7.0,0.0,3.492957746478873,70.42957746478874,142,10001,False,330060,5392,33,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-55-03,1580993703,94.58125805854797,3090.1078429222107,28688,diufpc29,134.21.215.107,3090.1078429222107,330060,33,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.813398477595327,0.3388421873200551,1.8045985718636555,0.020000000000000018,0.020000000000000018,656,2567872,330060,20.529,5.003,9.898,0.004,3232.97,32.0,49.53306451612903,78.17822580645161,0.5530645161290323,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5421774193548388,0.41088804039906385,2.499999936844688e-05,1.2052364,0.15528417,3.5676923,3.484505
8.0,0.0,3.475177304964539,70.97163120567376,141,10003,False,340063,5533,34,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-56-37,1580993797,93.92768692970276,3184.0355298519135,28688,diufpc29,134.21.215.107,3184.0355298519135,340063,34,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.813270477212001,0.3387401018489124,1.804424964288653,0.020000000000000018,0.020000000000000018,676,2646176,340063,19.582,5.128,10.172,0.004,3145.851,32.0,48.95528455284552,78.34146341463415,0.5576422764227642,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5402439024390244,0.41088804039906385,2.499999936844688e-05,1.2170637,0.16032562,3.644498,3.55952
7.0,0.0,3.4027777777777777,69.31944444444444,144,10002,False,350065,5677,35,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-58-11,1580993891,93.82000255584717,3277.8555324077606,28688,diufpc29,134.21.215.107,3277.8555324077606,350065,35,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.8130866821085414,0.3385165575209767,1.804327486609314,0.020000000000000018,0.020000000000000018,696,2724512,350065,23.362,5.714,11.423,0.005,2801.28,32.0,49.04715447154471,78.14227642276424,0.5367479674796749,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5454471544715447,0.41088804039906385,2.499999936844688e-05,1.1097913,0.17530492,3.544956,3.450583
7.0,0.0,3.5460992907801416,70.97163120567376,141,10003,False,360068,5818,36,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_13-59-45,1580993985,94.39912414550781,3372.2546565532684,28688,diufpc29,134.21.215.107,3372.2546565532684,360068,36,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.8138752871865544,0.3383550188314643,1.8044233450598983,0.020000000000000018,0.020000000000000018,716,2802848,360068,19.01,4.625,11.153,0.005,2869.249,32.0,49.07177419354839,78.21854838709679,0.5344354838709677,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5400000000000001,0.41088804039906385,2.499999936844688e-05,1.1589506,0.18778406,3.5539603,3.4529033
7.0,0.0,3.4761904761904763,68.45578231292517,147,10003,False,370071,5965,37,e40c74e9664742bfb9f2357ad02f98e2,2020-02-06_14-01-20,1580994080,94.4011001586914,3466.65575671196,28688,diufpc29,134.21.215.107,3466.65575671196,370071,37,0,af75cdbf,1_custom_model=Hanabi_HandInference,2.8142652528991268,0.33830036595488927,1.8048540901462913,0.020000000000000018,0.020000000000000018,736,2880928,370071,20.87,5.264,10.813,0.004,2959.336,32.0,49.320967741935476,78.21935483870969,0.5233064516129031,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5469354838709678,0.41088804039906385,2.499999936844688e-05,1.2433823,0.20059225,3.442202,3.3323164
