episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/min_exploration,info/max_exploration,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/replay_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,perf/gpu_util_percent1,perf/vram_util_percent1,perf/gpu_util_percent2,perf/vram_util_percent2,perf/gpu_util_percent3,perf/vram_util_percent3,info/learner/default_policy/cur_lr,info/learner/default_policy/mean_td_error,info/learner/default_policy/q_loss,info/learner/default_policy/combined_loss,info/learner/default_policy/hand_inference_loss
7.0,0.0,3.310344827586207,68.95172413793104,145,10002,False,110015,2272,11,fbb3581637904fe3b44bbef2a13a54e3,2020-02-06_13-20-39,1580991639,94.49960899353027,1026.4962220191956,28680,diufpc29,134.21.215.107,1026.4962220191956,110015,11,0,af75cdbe,0_custom_model=Hanabi_HandInference_independent_loss,2.8031167477868553,0.34470473824243936,1.7917112054650508,0.020000000000000018,0.020000000000000018,218,849632,110015,21.214,4.733,11.587,0.005,2761.784,32.0,48.95967741935484,78.02903225806452,0.5118548387096775,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5380645161290323,0.41088804039906385,2.499999936844688e-05,1.0991087,0.2861001,2.492564,2.3040824
6.0,0.0,3.3857142857142857,71.15,140,10001,False,120016,2412,12,fbb3581637904fe3b44bbef2a13a54e3,2020-02-06_13-22-14,1580991734,95.2098662853241,1121.7060883045197,28680,diufpc29,134.21.215.107,1121.7060883045197,120016,12,0,af75cdbe,0_custom_model=Hanabi_HandInference_independent_loss,2.8064987238715666,0.34363992689768685,1.792899997328504,0.020000000000000018,0.020000000000000018,238,927936,120016,21.481,5.186,11.47,0.004,2789.775,32.0,49.47619047619047,78.1277777777778,0.5865079365079366,0.9817666625600591,0.0,0.014164305949008495,0.0,0.014164305949008495,0.530079365079365,0.4108880403990639,2.499999936844688e-05,1.0219959,0.25486454,2.4331937,2.2638028
6.0,0.0,3.1448275862068966,68.93103448275862,145,10003,False,130019,2557,13,fbb3581637904fe3b44bbef2a13a54e3,2020-02-06_13-23-51,1580991831,96.10411953926086,1217.8102078437805,28680,diufpc29,134.21.215.107,1217.8102078437805,130019,13,0,af75cdbe,0_custom_model=Hanabi_HandInference_independent_loss,2.8134747870578676,0.3454239795700921,1.792881242227163,0.020000000000000018,0.020000000000000018,258,1006432,130019,22.674,5.81,13.608,0.006,2351.529,32.0,48.960317460317455,78.12857142857143,0.5699206349206349,0.9817666625600591,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5357142857142858,0.4108880403990639,2.499999936844688e-05,1.1140821,0.23195662,2.4899325,2.3382406
6.0,0.0,3.2534246575342465,68.8082191780822,146,10002,False,140021,2703,14,fbb3581637904fe3b44bbef2a13a54e3,2020-02-06_13-25-26,1580991926,95.36918997764587,1313.1793978214264,28680,diufpc29,134.21.215.107,1313.1793978214264,140021,14,0,af75cdbe,0_custom_model=Hanabi_HandInference_independent_loss,2.8198415469833833,0.3448988909892494,1.7914138004580173,0.020000000000000018,0.020000000000000018,278,1084768,140021,22.212,6.197,10.923,0.005,2929.546,32.0,49.016,78.03760000000001,0.5048,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5404799999999998,0.41088804039906385,2.499999936844688e-05,1.0331947,0.24171317,2.4689207,2.309881
6.0,0.0,3.2777777777777777,69.38888888888889,144,10000,False,150021,2847,15,fbb3581637904fe3b44bbef2a13a54e3,2020-02-06_13-27-00,1580992020,94.4020447731018,1407.5814425945282,28680,diufpc29,134.21.215.107,1407.5814425945282,150021,15,0,af75cdbe,0_custom_model=Hanabi_HandInference_independent_loss,2.8210086485600994,0.3439449258812903,1.7916656768117387,0.020000000000000018,0.020000000000000018,298,1163040,150021,22.015,6.718,12.939,0.005,2473.166,32.0,49.0991935483871,78.14758064516133,0.545483870967742,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5428225806451613,0.41088804039906385,2.499999936844688e-05,1.2640889,0.2806749,2.7121134,2.5358586
7.0,0.0,3.5524475524475525,70.02097902097903,143,10001,False,160022,2990,16,fbb3581637904fe3b44bbef2a13a54e3,2020-02-06_13-28-35,1580992115,94.7317066192627,1502.313149213791,28680,diufpc29,134.21.215.107,1502.313149213791,160022,16,0,af75cdbe,0_custom_model=Hanabi_HandInference_independent_loss,2.8238227512723424,0.34293644745268564,1.7912860972292555,0.020000000000000018,0.020000000000000018,318,1241280,160022,20.683,4.99,11.978,0.005,2671.606,32.0,49.08790322580644,78.13629032258066,0.5155645161290322,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5367741935483871,0.41088804039906385,2.499999936844688e-05,1.0508819,0.2318039,2.283341,2.1242986
8.0,0.0,3.3309859154929575,70.27464788732394,142,10003,False,170025,3132,17,fbb3581637904fe3b44bbef2a13a54e3,2020-02-06_13-30-10,1580992210,95.08344650268555,1597.3965957164764,28680,diufpc29,134.21.215.107,1597.3965957164764,170025,17,0,af75cdbe,0_custom_model=Hanabi_HandInference_independent_loss,2.826418660789737,0.3424672127661834,1.7918354194703525,0.020000000000000018,0.020000000000000018,338,1319456,170025,23.678,5.529,10.292,0.005,3109.274,32.0,49.2496,78.048,0.5898399999999999,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5336799999999999,0.41088804039906385,2.499999936844688e-05,1.0528827,0.19105297,2.1721635,2.0383453
6.0,0.0,3.360544217687075,68.17006802721089,147,10001,False,180026,3279,18,fbb3581637904fe3b44bbef2a13a54e3,2020-02-06_13-31-45,1580992305,94.88366317749023,1692.2802588939667,28680,diufpc29,134.21.215.107,1692.2802588939667,180026,18,0,af75cdbe,0_custom_model=Hanabi_HandInference_independent_loss,2.8285798076681985,0.3419186826190081,1.792162849804709,0.020000000000000018,0.020000000000000018,358,1397632,180026,21.884,5.74,10.866,0.004,2944.973,32.0,48.95161290322581,78.1258064516129,0.5124193548387097,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5366129032258065,0.41088804039906385,2.499999936844688e-05,1.0639639,0.22770791,2.519806,2.3719547
7.0,0.0,3.4466666666666668,66.7,150,10001,False,190027,3429,19,fbb3581637904fe3b44bbef2a13a54e3,2020-02-06_13-33-20,1580992400,94.77493119239807,1787.0551900863647,28680,diufpc29,134.21.215.107,1787.0551900863647,190027,19,0,af75cdbe,0_custom_model=Hanabi_HandInference_independent_loss,2.830324321722556,0.3414768909221265,1.7915393589902089,0.020000000000000018,0.020000000000000018,378,1475744,190027,20.834,5.794,13.805,0.005,2317.963,32.0,49.061600000000006,78.15920000000004,0.5443199999999999,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.534,0.41088804039906385,2.499999936844688e-05,1.1151824,0.2013747,2.3745441,2.2399948
8.0,0.0,3.389261744966443,67.09395973154362,149,10001,False,200028,3578,20,fbb3581637904fe3b44bbef2a13a54e3,2020-02-06_13-34-55,1580992495,94.75336503982544,1881.8085551261902,28680,diufpc29,134.21.215.107,1881.8085551261902,200028,20,0,af75cdbe,0_custom_model=Hanabi_HandInference_independent_loss,2.8309492318940315,0.3408945666620435,1.7905263717394608,0.020000000000000018,0.020000000000000018,397,1553952,200028,18.854,5.411,11.123,0.004,2876.832,32.0,49.144354838709674,78.18064516129034,0.5198387096774193,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5355645161290323,0.41088804039906385,2.499999936844688e-05,1.3483114,0.22656655,2.501132,2.3534446
7.0,0.0,3.5069444444444446,69.22222222222223,144,10000,False,210028,3722,21,fbb3581637904fe3b44bbef2a13a54e3,2020-02-06_13-36-30,1580992590,95.12555813789368,1976.9341132640839,28680,diufpc29,134.21.215.107,1976.9341132640839,210028,21,0,af75cdbe,0_custom_model=Hanabi_HandInference_independent_loss,2.833156526846998,0.340881194047266,1.7900446792672138,0.020000000000000018,0.020000000000000018,417,1632224,210028,18.845,4.85,9.65,0.004,3316.04,32.0,49.3224,78.004,0.56168,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5375999999999999,0.41088804039906385,2.499999936844688e-05,1.1485546,0.17705198,2.3344314,2.2154808
8.0,0.0,3.6551724137931036,69.10344827586206,145,10000,False,220028,3867,22,fbb3581637904fe3b44bbef2a13a54e3,2020-02-06_13-38-05,1580992685,95.03737378120422,2071.971487045288,28680,diufpc29,134.21.215.107,2071.971487045288,220028,22,0,af75cdbe,0_custom_model=Hanabi_HandInference_independent_loss,2.835246644927153,0.3404995332265606,1.7905909299347693,0.020000000000000018,0.020000000000000018,437,1710464,220028,22.684,5.802,11.192,0.005,2859.219,32.0,49.1352,78.11120000000004,0.5912,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5348,0.41088804039906385,2.499999936844688e-05,1.177966,0.183598,2.5382428,2.420227
7.0,0.0,3.5684931506849313,68.42465753424658,146,10002,False,230030,4013,23,fbb3581637904fe3b44bbef2a13a54e3,2020-02-06_13-39-40,1580992780,94.94977402687073,2166.921261072159,28680,diufpc29,134.21.215.107,2166.921261072159,230030,23,0,af75cdbe,0_custom_model=Hanabi_HandInference_independent_loss,2.836715377324317,0.34021211768900167,1.7903852273305625,0.020000000000000018,0.020000000000000018,457,1788640,230030,22.076,5.263,10.805,0.005,2961.622,32.0,49.0384,78.12080000000002,0.52624,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5377600000000001,0.41088804039906385,2.499999936844688e-05,1.2780972,0.20186451,2.3115132,2.1746244
9.0,0.0,3.4266666666666667,67.01333333333334,150,10004,False,240034,4163,24,fbb3581637904fe3b44bbef2a13a54e3,2020-02-06_13-41-14,1580992874,94.64915299415588,2261.5704140663147,28680,diufpc29,134.21.215.107,2261.5704140663147,240034,24,0,af75cdbe,0_custom_model=Hanabi_HandInference_independent_loss,2.8366453820300577,0.3399891737280783,1.7908299110012815,0.020000000000000018,0.020000000000000018,477,1866752,240034,22.896,6.098,11.524,0.004,2776.702,32.0,49.09516129032258,78.11129032258066,0.5054838709677418,0.981766662560059,0.0,0.014164305949008495,0.0,0.014164305949008495,0.535241935483871,0.41088804039906385,2.499999936844688e-05,1.2441587,0.1928634,2.3100667,2.179426
8.0,0.0,3.761904761904762,67.78231292517007,147,10000,False,250034,4310,25,fbb3581637904fe3b44bbef2a13a54e3,2020-02-06_13-42-50,1580992970,95.51137828826904,2357.0817923545837,28680,diufpc29,134.21.215.107,2357.0817923545837,250034,25,0,af75cdbe,0_custom_model=Hanabi_HandInference_independent_loss,2.838586913046968,0.3397120289708763,1.790851691910017,0.020000000000000018,0.020000000000000018,497,1945120,250034,23.059,5.773,13.156,0.005,2432.335,32.0,49.0626984126984,78.23333333333336,0.5153174603174604,0.9817666625600591,0.0,0.014164305949008495,0.0,0.014164305949008495,0.5339682539682539,0.4108880403990639,2.499999936844688e-05,1.2589736,0.23522171,2.2906625,2.1294713
