episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/min_exploration,info/max_exploration,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/replay_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,perf/gpu_util_percent1,perf/vram_util_percent1,perf/gpu_util_percent2,perf/vram_util_percent2,perf/gpu_util_percent3,perf/vram_util_percent3,info/learner/default_policy/cur_lr,info/learner/default_policy/mean_td_error,info/learner/default_policy/q_loss
6.0,0.0,2.9859154929577465,70.24647887323944,142,10003,False,110031,2291,11,526491a15b97474b8bf191955c634177,2020-02-06_13-22-10,1580991730,115.13943481445312,1207.547960281372,28692,diufpc29,134.21.215.107,1207.547960281372,110031,11,0,7912ee8d,1_turn_stacking=3,2.944657499994841,0.44237705093254137,1.7482865234276548,0.020000000000000018,0.020000000000000018,218,849984,110031,20.61,12.778,12.116,0.004,2641.031,32.0,49.16027397260274,78.08698630136986,0.5512328767123288,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5394520547945205,0.41088804039906396,2.499999936844688e-05,1.1912588,0.18902177
7.0,0.0,2.910344827586207,69.36551724137931,145,10002,False,120033,2436,12,526491a15b97474b8bf191955c634177,2020-02-06_13-24-05,1580991845,115.46818995475769,1323.0161502361298,28692,diufpc29,134.21.215.107,1323.0161502361298,120033,12,0,7912ee8d,1_turn_stacking=3,2.955945420370665,0.4416746196109491,1.750395026827025,0.020000000000000018,0.020000000000000018,238,928160,120033,22.909,8.722,11.463,0.004,2791.591,32.0,49.11103448275862,78.1248275862069,0.5383448275862069,0.981766662560059,0.0,0.014164305949008499,0.0,0.014164305949008499,0.5385517241379311,0.41088804039906396,2.499999936844688e-05,1.3535058,0.2045548
5.0,0.0,3.1597222222222223,69.14583333333333,144,10001,False,130034,2580,13,526491a15b97474b8bf191955c634177,2020-02-06_13-26-00,1580991960,114.87916469573975,1437.8953149318695,28692,diufpc29,134.21.215.107,1437.8953149318695,130034,13,0,7912ee8d,1_turn_stacking=3,2.963050942083677,0.44136206213661083,1.752624083570773,0.020000000000000018,0.020000000000000018,258,1006464,130034,22.96,9.707,10.128,0.004,3159.432,32.0,48.93241379310345,78.0496551724138,0.5102758620689656,0.981766662560059,0.0,0.014164305949008499,0.0,0.014164305949008499,0.5396551724137931,0.41088804039906396,2.499999936844688e-05,1.3145106,0.16979665
6.0,0.0,2.6923076923076925,69.81818181818181,143,10000,False,140034,2723,14,526491a15b97474b8bf191955c634177,2020-02-06_13-27-55,1580992075,114.77212333679199,1552.6674382686615,28692,diufpc29,134.21.215.107,1552.6674382686615,140034,14,0,7912ee8d,1_turn_stacking=3,2.973102733622031,0.4415809771935587,1.7542697059479786,0.020000000000000018,0.020000000000000018,278,1084640,140034,25.116,10.399,10.546,0.004,3034.424,32.0,49.172413793103445,78.15724137931036,0.5815862068965518,0.981766662560059,0.0,0.014164305949008499,0.0,0.014164305949008499,0.5396551724137931,0.41088804039906396,2.499999936844688e-05,1.3347208,0.18017381
6.0,0.0,3.035211267605634,70.53521126760563,142,10000,False,150034,2865,15,526491a15b97474b8bf191955c634177,2020-02-06_13-29-49,1580992189,114.60777449607849,1667.27521276474,28692,diufpc29,134.21.215.107,1667.27521276474,150034,15,0,7912ee8d,1_turn_stacking=3,2.9770632665666668,0.44081384265261825,1.7547719799818686,0.020000000000000018,0.020000000000000018,298,1162752,150034,20.942,9.854,12.006,0.007,2665.435,32.0,49.13194444444444,78.07916666666668,0.5661805555555556,0.981766662560059,0.0,0.014164305949008499,0.0,0.014164305949008499,0.5374305555555555,0.41088804039906396,2.499999936844688e-05,1.2609434,0.10481855
7.0,0.0,2.9295774647887325,70.3943661971831,142,10000,False,160034,3007,16,526491a15b97474b8bf191955c634177,2020-02-06_13-31-44,1580992304,114.9295015335083,1782.2047142982483,28692,diufpc29,134.21.215.107,1782.2047142982483,160034,16,0,7912ee8d,1_turn_stacking=3,2.981771839578382,0.43987086388363383,1.7556761013072915,0.020000000000000018,0.020000000000000018,318,1241088,160034,24.644,10.634,10.815,0.005,2958.723,32.0,49.07103448275862,78.10827586206896,0.5550344827586208,0.981766662560059,0.0,0.014164305949008499,0.0,0.014164305949008499,0.5364827586206896,0.41088804039906396,2.499999936844688e-05,1.2896947,0.09331849
6.0,0.0,2.8785714285714286,71.55,140,10001,False,170035,3147,17,526491a15b97474b8bf191955c634177,2020-02-06_13-33-40,1580992420,115.59812116622925,1897.8028354644775,28692,diufpc29,134.21.215.107,1897.8028354644775,170035,17,0,7912ee8d,1_turn_stacking=3,2.989151595607549,0.44068939682077823,1.7559328307436028,0.020000000000000018,0.020000000000000018,338,1319424,170035,25.912,10.386,11.657,0.004,2745.182,32.0,49.12808219178083,78.16506849315068,0.5797945205479452,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5372602739726027,0.41088804039906396,2.499999936844688e-05,1.3261061,0.09692392
6.0,0.0,2.8345323741007196,71.79856115107914,139,10000,False,180035,3286,18,526491a15b97474b8bf191955c634177,2020-02-06_13-35-36,1580992536,115.88475775718689,2013.6875932216644,28692,diufpc29,134.21.215.107,2013.6875932216644,180035,18,0,7912ee8d,1_turn_stacking=3,2.995196819472277,0.44060112027776743,1.7557943422607791,0.020000000000000018,0.020000000000000018,358,1397792,180035,21.839,9.136,10.993,0.005,2910.987,32.0,49.26344827586207,78.11241379310344,0.5359310344827587,0.981766662560059,0.0,0.014164305949008499,0.0,0.014164305949008499,0.5407586206896552,0.41088804039906396,2.499999936844688e-05,1.2423887,0.088106066
5.0,0.0,2.9642857142857144,71.47857142857143,140,10003,False,190038,3426,19,526491a15b97474b8bf191955c634177,2020-02-06_13-37-31,1580992651,114.90109896659851,2128.588692188263,28692,diufpc29,134.21.215.107,2128.588692188263,190038,19,0,7912ee8d,1_turn_stacking=3,2.999321419609525,0.44083892982327066,1.7566414716234433,0.020000000000000018,0.020000000000000018,378,1476000,190038,19.912,9.911,10.049,0.004,3184.333,32.0,48.91655172413793,78.02758620689656,0.524551724137931,0.981766662560059,0.0,0.014164305949008499,0.0,0.014164305949008499,0.5378620689655174,0.41088804039906396,2.499999936844688e-05,1.3557577,0.099544875
5.0,0.0,3.129496402877698,72.20863309352518,139,10001,False,200039,3565,20,526491a15b97474b8bf191955c634177,2020-02-06_13-39-26,1580992766,114.98973488807678,2243.5784270763397,28692,diufpc29,134.21.215.107,2243.5784270763397,200039,20,0,7912ee8d,1_turn_stacking=3,3.0027748290652085,0.4406413508623112,1.7568347381881502,0.020000000000000018,0.020000000000000018,398,1554272,200039,23.733,10.092,15.135,0.005,2114.318,32.0,49.16551724137931,78.15310344827587,0.5886896551724139,0.981766662560059,0.0,0.014164305949008499,0.0,0.014164305949008499,0.5383448275862069,0.41088804039906396,2.499999936844688e-05,1.2865351,0.12133278
5.0,0.0,3.1,71.47142857142858,140,10002,False,210041,3705,21,526491a15b97474b8bf191955c634177,2020-02-06_13-41-22,1580992882,116.14063310623169,2359.7190601825714,28692,diufpc29,134.21.215.107,2359.7190601825714,210041,21,0,7912ee8d,1_turn_stacking=3,3.00656234464069,0.4414924440967571,1.7604999108180464,0.020000000000000018,0.020000000000000018,417,1632544,210041,22.27,10.75,10.66,0.006,3001.929,32.0,49.197945205479456,78.11643835616438,0.5639041095890411,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5319178082191781,0.41088804039906396,2.499999936844688e-05,1.3573598,0.12828937
5.0,0.0,3.0942028985507246,72.2463768115942,138,10002,False,220043,3843,22,526491a15b97474b8bf191955c634177,2020-02-06_13-43-17,1580992997,115.42850875854492,2475.1475689411163,28692,diufpc29,134.21.215.107,2475.1475689411163,220043,22,0,7912ee8d,1_turn_stacking=3,3.009873623984416,0.4418388337436338,1.7627283273303627,0.020000000000000018,0.020000000000000018,437,1710752,220043,20.669,13.367,11.679,0.004,2739.959,32.0,49.20958904109589,78.20753424657536,0.57,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5342465753424658,0.41088804039906396,2.499999936844688e-05,1.2023796,0.11529223
5.0,0.0,3.2142857142857144,71.66428571428571,140,10001,False,230044,3983,23,526491a15b97474b8bf191955c634177,2020-02-06_13-45-14,1580993114,116.15854549407959,2591.306114435196,28692,diufpc29,134.21.215.107,2591.306114435196,230044,23,0,7912ee8d,1_turn_stacking=3,3.0141584186531403,0.4424988676268296,1.7631094167437806,0.020000000000000018,0.020000000000000018,457,1788800,230044,26.557,15.602,11.279,0.005,2837.224,32.0,49.11438356164384,78.14383561643835,0.5377397260273972,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5309589041095891,0.41088804039906396,2.499999936844688e-05,1.2542698,0.122851744
6.0,0.0,3.0774647887323945,70.07042253521126,142,10002,False,240046,4125,24,526491a15b97474b8bf191955c634177,2020-02-06_13-47-09,1580993229,115.273850440979,2706.579964876175,28692,diufpc29,134.21.215.107,2706.579964876175,240046,24,0,7912ee8d,1_turn_stacking=3,3.015507879020819,0.44281695738754473,1.762811489538261,0.020000000000000018,0.020000000000000018,477,1866848,240046,22.654,13.278,12.604,0.005,2538.863,32.0,49.09793103448276,78.15172413793105,0.5159310344827587,0.981766662560059,0.0,0.014164305949008499,0.0,0.014164305949008499,0.5398620689655172,0.41088804039906396,2.499999936844688e-05,1.2850485,0.13095233
7.0,0.0,3.265734265734266,70.18181818181819,143,10000,False,250046,4268,25,526491a15b97474b8bf191955c634177,2020-02-06_13-49-05,1580993345,115.80208015441895,2822.382045030594,28692,diufpc29,134.21.215.107,2822.382045030594,250046,25,0,7912ee8d,1_turn_stacking=3,3.017861853120709,0.44413101289349083,1.7638203869388478,0.020000000000000018,0.020000000000000018,497,1944864,250046,27.255,11.464,11.645,0.005,2748.032,32.0,48.98424657534246,78.13561643835618,0.5845890410958904,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5345205479452055,0.41088804039906396,2.499999936844688e-05,1.1531031,0.11488486
6.0,0.0,3.1654676258992804,71.94964028776978,139,10001,False,260047,4407,26,526491a15b97474b8bf191955c634177,2020-02-06_13-51-00,1580993460,115.12880396842957,2937.5108489990234,28692,diufpc29,134.21.215.107,2937.5108489990234,260047,26,0,7912ee8d,1_turn_stacking=3,3.0205870323237325,0.4450167543033593,1.764260452455455,0.020000000000000018,0.020000000000000018,517,2023168,260047,25.705,10.927,10.932,0.004,2927.054,32.0,49.13310344827586,78.16896551724139,0.5926896551724138,0.981766662560059,0.0,0.014164305949008499,0.0,0.014164305949008499,0.5388275862068965,0.41088804039906396,2.499999936844688e-05,1.3368652,0.12921175
6.0,0.0,3.352112676056338,70.54225352112677,142,10001,False,270048,4549,27,526491a15b97474b8bf191955c634177,2020-02-06_13-52-55,1580993575,115.47859025001526,3052.9894392490387,28692,diufpc29,134.21.215.107,3052.9894392490387,270048,27,0,7912ee8d,1_turn_stacking=3,3.02337629275634,0.44559239599582656,1.7640943485762484,0.020000000000000018,0.020000000000000018,537,2101344,270048,28.258,9.612,11.463,0.004,2791.492,32.0,49.161379310344834,78.11793103448278,0.6448275862068965,0.981766662560059,0.0,0.014164305949008499,0.0,0.014164305949008499,0.5359310344827587,0.41088804039906396,2.499999936844688e-05,1.1514962,0.11073594
7.0,0.0,3.101449275362319,72.42753623188406,138,10003,False,280051,4687,28,526491a15b97474b8bf191955c634177,2020-02-06_13-54-51,1580993691,115.59418106079102,3168.5836203098297,28692,diufpc29,134.21.215.107,3168.5836203098297,280051,28,0,7912ee8d,1_turn_stacking=3,3.024631049619362,0.4453006021164857,1.7640848194353944,0.020000000000000018,0.020000000000000018,557,2179424,280051,25.092,9.092,10.406,0.004,3075.123,32.0,49.25103448275862,78.14689655172415,0.528896551724138,0.981766662560059,0.0,0.014164305949008499,0.0,0.014164305949008499,0.5338620689655172,0.41088804039906396,2.499999936844688e-05,1.150618,0.10783026
6.0,0.0,3.0344827586206895,69.11724137931034,145,10002,False,290053,4832,29,526491a15b97474b8bf191955c634177,2020-02-06_13-56-46,1580993806,115.30394506454468,3283.8875653743744,28692,diufpc29,134.21.215.107,3283.8875653743744,290053,29,0,7912ee8d,1_turn_stacking=3,3.027035545878576,0.44527374960822286,1.7635813591464693,0.020000000000000018,0.020000000000000018,577,2257472,290053,20.65,9.959,12.051,0.005,2655.311,32.0,49.19034482758621,78.30758620689656,0.5782068965517242,0.981766662560059,0.0,0.014164305949008499,0.0,0.014164305949008499,0.5338620689655172,0.41088804039906396,2.499999936844688e-05,1.2722925,0.12234646
5.0,0.0,3.1323529411764706,73.22058823529412,136,10002,False,300055,4968,30,526491a15b97474b8bf191955c634177,2020-02-06_13-58-41,1580993921,115.01876282691956,3398.906328201294,28692,diufpc29,134.21.215.107,3398.906328201294,300055,30,0,7912ee8d,1_turn_stacking=3,3.0283118224437895,0.4450915868155528,1.764229378584201,0.020000000000000018,0.020000000000000018,596,2335776,300055,24.994,9.836,12.999,0.004,2461.739,32.0,49.05862068965517,78.13931034482759,0.4971724137931034,0.981766662560059,0.0,0.014164305949008499,0.0,0.014164305949008499,0.5368965517241379,0.41088804039906396,2.499999936844688e-05,1.3722236,0.11068926
6.0,0.0,3.386861313868613,73.01459854014598,137,10003,False,310058,5105,31,526491a15b97474b8bf191955c634177,2020-02-06_14-00-37,1580994037,116.1440634727478,3515.0503916740417,28692,diufpc29,134.21.215.107,3515.0503916740417,310058,31,0,7912ee8d,1_turn_stacking=3,3.030091864956092,0.4450108023178433,1.7649462079246123,0.020000000000000018,0.020000000000000018,616,2413920,310058,22.729,10.028,11.882,0.006,2693.113,32.0,49.07054794520548,78.23972602739725,0.5064383561643836,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5378767123287671,0.41088804039906396,2.499999936844688e-05,1.1612,0.094639614
6.0,0.0,3.2028985507246377,72.6231884057971,138,10002,False,320060,5243,32,526491a15b97474b8bf191955c634177,2020-02-06_14-02-34,1580994154,116.98773694038391,3632.0381286144257,28692,diufpc29,134.21.215.107,3632.0381286144257,320060,32,0,7912ee8d,1_turn_stacking=3,3.0319591802767434,0.44546199903276484,1.7651679302317884,0.020000000000000018,0.020000000000000018,636,2492160,320060,26.489,10.091,11.25,0.004,2844.416,32.0,49.12176870748299,78.18639455782314,0.5611564625850339,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5339455782312925,0.410888040399064,2.499999936844688e-05,1.4131732,0.11125018
7.0,0.0,3.079136690647482,71.97841726618705,139,10001,False,330061,5382,33,526491a15b97474b8bf191955c634177,2020-02-06_14-04-30,1580994270,115.90038013458252,3747.938508749008,28692,diufpc29,134.21.215.107,3747.938508749008,330061,33,0,7912ee8d,1_turn_stacking=3,3.033410458878759,0.4457986282774639,1.7641737957589287,0.020000000000000018,0.020000000000000018,656,2570400,330061,27.65,10.496,10.573,0.004,3026.548,32.0,49.178082191780824,78.14520547945206,0.5397260273972603,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5354794520547944,0.41088804039906396,2.499999936844688e-05,1.2476712,0.11039904
6.0,0.0,3.2318840579710146,72.57246376811594,138,10003,False,340064,5520,34,526491a15b97474b8bf191955c634177,2020-02-06_14-06-27,1580994387,116.34649467468262,3864.285003423691,28692,diufpc29,134.21.215.107,3864.285003423691,340064,34,0,7912ee8d,1_turn_stacking=3,3.0356925550734277,0.4461625679674174,1.7643256706077963,0.020000000000000018,0.020000000000000018,676,2648768,340064,24.55,9.83,10.917,0.005,2931.12,32.0,49.14383561643836,78.20753424657535,0.5672602739726027,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5338356164383562,0.41088804039906396,2.499999936844688e-05,1.2947832,0.114503056
6.0,0.0,3.181159420289855,72.07971014492753,138,10003,False,350067,5658,35,526491a15b97474b8bf191955c634177,2020-02-06_14-08-23,1580994503,116.5319836139679,3980.8169870376587,28692,diufpc29,134.21.215.107,3980.8169870376587,350067,35,0,7912ee8d,1_turn_stacking=3,3.037575346725789,0.446017506433349,1.7650334180031546,0.020000000000000018,0.020000000000000018,696,2727168,350067,24.021,9.643,13.533,0.005,2364.516,32.0,49.09047619047619,78.24149659863949,0.5145578231292516,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5329251700680272,0.410888040399064,2.499999936844688e-05,1.1558468,0.10037604
6.0,0.0,3.382978723404255,71.31205673758865,141,10003,False,360070,5799,36,526491a15b97474b8bf191955c634177,2020-02-06_14-10-18,1580994618,114.98120641708374,4095.7981934547424,28692,diufpc29,134.21.215.107,4095.7981934547424,360070,36,0,7912ee8d,1_turn_stacking=3,3.03872999585611,0.4461865870675581,1.7658304685983166,0.020000000000000018,0.020000000000000018,716,2805504,360070,22.492,13.908,12.012,0.004,2664.028,32.0,48.00344827586207,76.60275862068967,0.3182068965517241,0.9566639619699819,0.0,0.013896734352370557,0.0003448275862068966,0.013896734352370557,0.5389655172413792,0.41062046880242603,2.499999936844688e-05,1.285873,0.12350306
6.0,0.0,3.204225352112676,70.57042253521126,142,10005,False,370075,5941,37,526491a15b97474b8bf191955c634177,2020-02-06_14-12-13,1580994733,115.16777157783508,4210.9659650325775,28692,diufpc29,134.21.215.107,4210.9659650325775,370075,37,0,7912ee8d,1_turn_stacking=3,3.038645260942413,0.4467396084190076,1.7660280038167842,0.020000000000000018,0.020000000000000018,736,2883776,370075,25.335,13.748,11.221,0.005,2851.916,32.0,49.031724137931036,77.79241379310345,0.5235862068965518,0.981766662560059,0.0,0.014164305949008499,0.0,0.014164305949008499,0.5377241379310345,0.41088804039906396,2.499999936844688e-05,1.1771617,0.11520444
7.0,0.0,3.326241134751773,70.76595744680851,141,10002,False,380077,6082,38,526491a15b97474b8bf191955c634177,2020-02-06_14-14-10,1580994850,116.33613324165344,4327.302098274231,28692,diufpc29,134.21.215.107,4327.302098274231,380077,38,0,7912ee8d,1_turn_stacking=3,3.040046955178006,0.4474845266484306,1.7676894630972642,0.020000000000000018,0.020000000000000018,756,2962176,380077,24.738,10.79,13.445,0.006,2380.123,32.0,49.08013698630136,77.97739726027397,0.5554794520547944,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5264383561643835,0.41088804039906396,2.499999936844688e-05,1.199954,0.11564627
6.0,0.0,3.2,71.29285714285714,140,10001,False,390078,6222,39,526491a15b97474b8bf191955c634177,2020-02-06_14-16-06,1580994966,116.12687158584595,4443.428969860077,28692,diufpc29,134.21.215.107,4443.428969860077,390078,39,0,7912ee8d,1_turn_stacking=3,3.0418942686212533,0.447395903524329,1.7682944794814441,0.020000000000000018,0.020000000000000018,776,3040448,390078,22.815,11.046,15.882,0.006,2014.846,32.0,49.236301369863014,78.00205479452053,0.5868493150684931,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5382191780821919,0.41088804039906396,2.499999936844688e-05,1.2810537,0.12564662
7.0,0.0,3.0714285714285716,71.29285714285714,140,10001,False,400079,6362,40,526491a15b97474b8bf191955c634177,2020-02-06_14-18-02,1580995082,115.76457738876343,4559.19354724884,28692,diufpc29,134.21.215.107,4559.19354724884,400079,40,0,7912ee8d,1_turn_stacking=3,3.042660320451691,0.44751022726493506,1.769601562920903,0.020000000000000018,0.020000000000000018,796,3118656,400079,24.016,10.424,16.608,0.006,1926.813,32.0,49.2472602739726,78.0472602739726,0.5687671232876712,0.981766662560059,0.0,0.014164305949008497,0.0,0.014164305949008497,0.5308219178082192,0.41088804039906396,2.499999936844688e-05,1.1231731,0.09518276
